what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.appengine.eclipse.core,1.2.0.v200912062003,"com.google.appengine.eclipse.core",1268448342928
started,bundle,com.google.gdt.eclipse.core,1.2.0.v200912062003,"com.google.gdt.eclipse.core",1268448342928
started,bundle,com.google.gdt.eclipse.platform.shared,1.2.0.v200912062003,"com.google.gdt.eclipse.platform.shared",1268448342928
started,bundle,com.google.gdt.eclipse.suite,1.2.0.v200912062003,"com.google.gdt.eclipse.suite",1268448342929
started,bundle,com.google.gwt.eclipse.core,1.2.0.v200912062003,"com.google.gwt.eclipse.core",1268448342929
os,sysinfo,,,"linux",1268448342936
arch,sysinfo,,,"x86",1268448342936
ws,sysinfo,,,"gtk",1268448342936
locale,sysinfo,,,"en_US",1268448342936
processors,sysinfo,,,"2",1268448342937
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1268448342937
java.runtime.version,sysinfo,,,"1.6.0_17-b17",1268448342937
java.specification.name,sysinfo,,,"Java Platform API Specification",1268448342937
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268448342937
java.specification.version,sysinfo,,,"1.6",1268448342937
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1268448342937
java.version,sysinfo,,,"1.6.0_17",1268448342937
java.vm.info,sysinfo,,,"mixed mode",1268448342937
java.vm.name,sysinfo,,,"OpenJDK Client VM",1268448342937
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1268448342937
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268448342937
java.vm.specification.version,sysinfo,,,"1.0",1268448342937
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1268448342937
java.vm.version,sysinfo,,,"14.0-b16",1268448342937
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1268448342947
