what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.commons.ui",1268064275236
started,bundle,org.eclipse.mylyn.context.core,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.core",1268064275237
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1268064275237
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.monitor.ui",1268064275237
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1268064275241
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1268064275242
os,sysinfo,,,"linux",1268064275244
arch,sysinfo,,,"x86",1268064275244
ws,sysinfo,,,"gtk",1268064275244
locale,sysinfo,,,"en_US",1268064275244
processors,sysinfo,,,"2",1268064275245
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1268064275245
java.runtime.version,sysinfo,,,"1.6.0_0-b16",1268064275245
java.specification.name,sysinfo,,,"Java Platform API Specification",1268064275245
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268064275245
java.specification.version,sysinfo,,,"1.6",1268064275245
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1268064275245
java.version,sysinfo,,,"1.6.0_0",1268064275245
java.vm.info,sysinfo,,,"mixed mode",1268064275245
java.vm.name,sysinfo,,,"OpenJDK Client VM",1268064275245
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1268064275245
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268064275245
java.vm.specification.version,sysinfo,,,"1.0",1268064275245
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1268064275245
java.vm.version,sysinfo,,,"14.0-b16",1268064275245
