what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,0.4.0.v200909102327,"org.eclipse.jst.ws.cxf.creation.ui",1267512098831
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.408.v200904211646,"org.eclipse.jst.ws.creation.ui",1267512098831
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,0.4.0.v200909102327,"org.eclipse.jst.ws.cxf.consumption.ui",1267512098832
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.105.v200908192014,"org.eclipse.jst.ws.consumption.ui",1267512098832
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.407.v200905191120,"org.eclipse.jst.ws.consumption",1267512098833
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.400.v200901261650,"org.eclipse.jst.ws.uddiregistry",1267512098833
stopped,bundle,org.eclipse.jst.ws.ui,1.0.402.v200903111822,"org.eclipse.jst.ws.ui",1267512098833
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,0.4.0.v200909102327,"org.eclipse.jst.ws.cxf.consumption.core",1267512098834
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,0.4.0.v200909102327,"org.eclipse.jst.ws.cxf.creation.core",1267512098834
stopped,bundle,org.eclipse.jst.ws.cxf.ui,0.4.0.v200908272123,"org.eclipse.jst.ws.cxf.ui",1267512098834
stopped,bundle,org.eclipse.jst.ws.cxf.core,0.4.3.v200908272123,"org.eclipse.jst.ws.cxf.core",1267512098834
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,0.5.2.v200908272123,"org.eclipse.jst.ws.jaxws.ui",1267512098834
stopped,bundle,org.eclipse.jst.ws.jaxws.core,0.5.2.v200908272123,"org.eclipse.jst.ws.jaxws.core",1267512098834
stopped,bundle,org.eclipse.jst.ws,1.0.407.v200905191120,"org.eclipse.jst.ws",1267512098835
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.407.v200903301628,"org.eclipse.wst.ws.explorer",1267512098835
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui",1267512098836
stopped,bundle,org.eclipse.wst.ws.ui,1.1.100.v200903112221,"org.eclipse.wst.ws.ui",1267512098836
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1267512098837
stopped,bundle,org.eclipse.wst.wsi,1.0.305.v200902181431,"org.eclipse.wst.wsi",1267512098837
